problem, generation, min, mean, stdev, max
jp50, 18, 20, 41474.76, 54316.21, 7227.20, 84485.57
jp50, 19, 20, 49042.06, 59010.29, 6739.90, 84485.57
jp50, 20, 20, 55465.74, 62855.57, 8160.80, 89196.42
jp50, 21, 20, 57215.68, 66175.49, 9341.01, 91492.13
jp50, 22, 20, 57953.18, 70303.29, 9616.70, 94970.33
jp50, 23, 20, 62237.69, 75301.98, 8610.33, 94970.33
jp50, 24, 20, 65746.88, 78966.32, 7408.42, 94970.33
jp50, 25, 20, 71310.35, 82318.84, 6223.28, 94970.33
jp50, 26, 20, 75850.15, 85065.78, 5588.76, 96282.44
jp50, 27, 20, 79553.94, 87763.68, 5716.87, 103404.74
jp50, 28, 20, 82873.50, 90738.73, 5701.64, 106553.92
jp50, 29, 20, 84485.57, 92863.47, 5404.18, 108137.65
jp50, 30, 20, 88882.74, 95957.61, 4808.78, 112646.97
jp50, 31, 20, 92643.59, 98524.64, 4687.72, 112646.97
jp50, 32, 20, 94333.40, 100207.03, 4726.66, 112872.17
jp50, 33, 20, 95602.14, 102235.95, 4250.86, 112872.17
jp50, 34, 20, 97858.73, 104088.00, 3995.44, 119022.47
jp50, 35, 20, 100782.66, 106020.01, 3632.87, 119022.47
jp50, 36, 20, 102722.03, 107523.43, 3568.42, 119022.47
jp50, 37, 20, 104015.77, 108648.83, 3763.15, 121445.41
jp50, 38, 20, 105257.72, 109634.72, 3578.13, 121445.41
jp50, 39, 20, 106073.36, 110799.66, 3718.93, 121445.41
jp50, 40, 20, 106869.60, 112026.99, 3592.76, 121445.41
jp50, 41, 20, 108137.65, 112986.34, 3531.64, 122806.52
jp50, 42, 20, 110041.05, 114345.87, 3343.25, 123662.99
jp50, 43, 20, 111386.66, 115601.73, 3267.45, 123662.99
jp50, 44, 20, 112520.88, 116693.72, 3204.36, 123662.99
jp50, 45, 20, 113100.97, 117824.21, 3118.75, 123961.33
jp50, 46, 20, 114092.54, 118913.63, 2881.70, 123961.33
jp50, 47, 20, 115908.54, 119866.22, 2492.08, 123961.33
jp50, 48, 20, 117059.83, 120712.72, 2177.81, 123961.33
jp50, 49, 20, 118157.60, 121432.23, 1873.93, 125594.42
jp50, 50, 20, 119196.88, 122161.74, 1586.21, 125594.42
jp50, 51, 20, 120312.16, 122870.87, 1309.78, 125594.42
jp50, 52, 20, 121401.63, 123382.19, 1143.25, 126677.08
jp50, 53, 20, 121796.84, 123720.04, 990.01, 126677.08
jp50, 0, 21, -754416.89, -451331.87, 97194.05, 0.00
jp50, 1, 21, -539977.40, -426593.45, 93865.74, 0.00
jp50, 2, 21, -521655.66, -407904.22, 89959.60, 0.00
jp50, 3, 21, -498925.49, -386074.91, 96217.89, 0.00
jp50, 4, 21, -492272.08, -378584.85, 95148.17, 0.00
jp50, 5, 21, -467378.05, -353196.10, 104279.64, 0.00
jp50, 6, 21, -458075.10, -332122.68, 107260.93, 12125.35
jp50, 7, 21, -426434.39, -300604.73, 118391.87, 30952.33
jp50, 8, 21, -420503.85, -271377.59, 128222.13, 30952.33
jp50, 9, 21, -397593.03, -233296.66, 133355.71, 30952.33
jp50, 10, 21, -370044.13, -198095.85, 139713.98, 31495.94
jp50, 11, 21, -326234.52, -141557.69, 134308.00, 64803.43
jp50, 12, 21, -266319.21, -67154.31, 108129.58, 80766.48
jp50, 13, 21, -209537.79, -8459.43, 67456.46, 96486.55
jp50, 14, 21, -28021.51, 27404.94, 29609.85, 96486.55
jp50, 15, 21, 0.00, 39907.16, 28320.45, 96486.55
jp50, 16, 21, 18921.35, 58859.81, 20513.51, 100386.45
jp50, 17, 21, 40439.23, 70517.99, 13921.03, 100386.45
jp50, 18, 21, 56530.81, 76245.35, 12475.30, 102204.58
jp50, 19, 21, 65077.39, 82466.34, 11265.17, 102204.58
jp50, 20, 21, 72247.62, 87921.62, 9200.02, 102204.58
jp50, 21, 21, 80749.72, 92866.53, 7051.16, 113241.63
jp50, 22, 21, 86891.42, 96399.26, 5674.22, 113241.63
jp50, 23, 21, 91240.79, 99055.34, 4716.45, 113241.63
jp50, 24, 21, 96053.36, 101090.67, 5046.41, 120232.99
jp50, 25, 21, 96579.63, 102148.16, 4986.83, 120232.99
jp50, 26, 21, 98005.35, 104196.59, 4982.09, 120232.99
jp50, 27, 21, 99948.34, 106593.20, 5289.65, 126259.59
jp50, 28, 21, 101711.96, 108727.80, 5146.22, 126259.59
jp50, 29, 21, 104237.57, 111111.93, 5129.40, 126259.59
jp50, 30, 21, 107484.48, 113401.75, 5040.16, 126565.68
jp50, 31, 21, 109593.47, 115555.21, 5061.39, 129248.01
jp50, 32, 21, 110628.24, 117287.45, 4903.16, 129248.01
jp50, 33, 21, 112286.75, 119123.87, 4558.47, 129248.01
jp50, 34, 21, 114023.28, 121183.18, 4172.96, 129248.01
jp50, 35, 21, 117526.46, 123319.03, 3509.38, 129248.01
jp50, 36, 21, 119498.67, 124692.75, 2849.07, 129248.01
jp50, 37, 21, 121653.83, 125935.48, 2288.87, 129879.49
jp50, 38, 21, 123516.84, 126847.63, 1726.65, 130980.65
jp50, 39, 21, 125256.44, 127536.58, 1463.18, 131252.57
jp50, 40, 21, 126259.59, 128207.10, 1361.87, 131886.30
jp50, 41, 21, 126565.68, 128738.68, 1262.60, 131886.30
jp50, 42, 21, 126919.73, 129171.57, 1118.36, 132232.44
jp50, 43, 21, 127871.26, 129529.20, 962.58, 132232.44
jp50, 0, 22, -678334.32, -458892.86, 99808.44, 0.00
jp50, 1, 22, -611480.73, -449040.47, 96513.25, 0.00
jp50, 2, 22, -553348.44, -420594.51, 104485.76, 0.00
jp50, 3, 22, -538082.13, -409974.28, 106631.61, 0.00
jp50, 4, 22, -523384.48, -394401.95, 102123.14, 0.00
jp50, 5, 22, -509472.39, -373454.76, 101192.82, 0.00
jp50, 6, 22, -477864.06, -346111.31, 101263.71, 0.00
jp50, 7, 22, -457695.38, -331338.20, 101753.38, 0.00
jp50, 8, 22, -421267.33, -306050.35, 113478.29, 17477.26
jp50, 9, 22, -405301.29, -273291.28, 125655.08, 17477.26
jp50, 10, 22, -380296.22, -232541.85, 140662.63, 39253.20
jp50, 11, 22, -352231.25, -190876.72, 149648.66, 39253.20
jp50, 12, 22, -324614.44, -138062.73, 146043.87, 45009.47
jp50, 13, 22, -299779.53, -70994.24, 126820.03, 61426.09
jp50, 14, 22, -250493.16, -9506.68, 67692.01, 62540.13
jp50, 15, 22, -24449.81, 24451.45, 22179.50, 68360.02
jp50, 16, 22, 2727.84, 37304.42, 17993.44, 75994.39
jp50, 17, 22, 20299.75, 47028.68, 13447.30, 90566.59
jp50, 18, 22, 35493.87, 53625.59, 12513.08, 94811.08
jp50, 19, 22, 42250.20, 58910.97, 11573.46, 94811.08
jp50, 20, 22, 49231.70, 63555.88, 11156.66, 94811.08
jp50, 21, 22, 55654.48, 68696.89, 12030.88, 99152.05
jp50, 22, 22, 58105.28, 73894.72, 13023.50, 117245.14
jp50, 23, 22, 61262.58, 77900.96, 12049.26, 117245.14
jp50, 24, 22, 64346.30, 82678.20, 9956.13, 117245.14
jp50, 25, 22, 72392.32, 87201.29, 7975.55, 117245.14
jp50, 26, 22, 80851.45, 91105.66, 6627.50, 117245.14
jp50, 27, 22, 84448.53, 93425.81, 6244.33, 117245.14
jp50, 28, 22, 89146.64, 96220.53, 6589.41, 117245.14
jp50, 29, 22, 90852.79, 98763.00, 7477.22, 117245.14
jp50, 30, 22, 92293.03, 101690.99, 7733.26, 121440.83
jp50, 31, 22, 94811.08, 105050.38, 7265.60, 121440.83
jp50, 32, 22, 98025.11, 108372.68, 6363.21, 121440.83
jp50, 33, 22, 100946.68, 111247.92, 4933.49, 121440.83
jp50, 34, 22, 108512.23, 114033.07, 3601.82, 122065.79
jp50, 35, 22, 110785.58, 115770.11, 3172.96, 122065.79
jp50, 36, 22, 112188.34, 117145.05, 2756.55, 123147.38
jp50, 37, 22, 114502.71, 118444.18, 2606.93, 126281.71
jp50, 38, 22, 115722.82, 119287.26, 2337.97, 126281.71
jp50, 39, 22, 117197.92, 120291.21, 2187.54, 126281.71
jp50, 40, 22, 117465.13, 121297.57, 2154.84, 127948.45
jp50, 41, 22, 119184.40, 122346.79, 2103.30, 128849.16
jp50, 42, 22, 120885.16, 123183.62, 1879.70, 128849.16
jp50, 43, 22, 121440.83, 123712.85, 1856.55, 128849.16
jp50, 44, 22, 121795.87, 124325.24, 1736.96, 128849.16
jp50, 45, 22, 122262.86, 124952.74, 1594.87, 128849.16
jp50, 46, 22, 123303.05, 125554.02, 1510.14, 128849.16
jp50, 47, 22, 123668.44, 126108.78, 1379.66, 129657.24
jp50, 48, 22, 124860.88, 126707.38, 1408.33, 130001.65
jp50, 49, 22, 125425.41, 127206.87, 1330.80, 130001.65
jp50, 50, 22, 125911.51, 127689.90, 1290.22, 130001.65
jp50, 51, 22, 126281.71, 128222.87, 1159.55, 130001.65
jp50, 52, 22, 126767.06, 128709.20, 917.34, 130169.82
jp50, 0, 23, -740607.88, -463641.14, 100870.75, 0.00
jp50, 1, 23, -593783.77, -447030.54, 91159.36, 0.00
jp50, 2, 23, -572934.77, -428885.06, 97304.74, 0.00
jp50, 3, 23, -556893.73, -414068.16, 102658.06, 0.00
jp50, 4, 23, -527693.68, -387738.52, 101431.27, 0.00
jp50, 5, 23, -483688.10, -366796.45, 97536.29, 0.00
jp50, 6, 23, -480941.11, -359082.21, 96352.16, 0.00
jp50, 7, 23, -455470.58, -339952.55, 90428.08, 0.00
jp50, 8, 23, -433336.76, -320751.00, 94084.10, 0.00
jp50, 9, 23, -396068.14, -294212.78, 103696.84, 39463.01
jp50, 10, 23, -375854.44, -262193.33, 118803.86, 43870.95
jp50, 11, 23, -356967.56, -220142.93, 135610.14, 53759.42
jp50, 12, 23, -322950.94, -162047.31, 141455.14, 53759.42
jp50, 13, 23, -292962.35, -78753.67, 126264.80, 69355.61
jp50, 14, 23, -225098.88, -11295.74, 74252.32, 75939.18
jp50, 15, 23, -41422.85, 23399.15, 24581.91, 75939.18
jp50, 16, 23, 0.00, 37625.18, 22213.76, 92989.34
jp50, 17, 23, 18495.35, 48011.49, 17679.05, 92989.34
jp50, 18, 23, 35170.45, 58150.61, 15383.82, 92989.34
jp50, 19, 23, 42428.69, 65722.83, 13129.55, 96107.64
jp50, 20, 23, 52634.91, 71931.89, 10976.73, 99965.58
jp50, 21, 23, 62304.96, 77278.05, 9078.75, 99965.58
jp50, 22, 23, 68914.66, 81809.84, 8240.89, 101816.35
jp50, 23, 23, 73855.79, 84949.69, 7011.21, 101816.35
jp50, 24, 23, 77300.47, 87934.29, 6274.41, 101816.35
jp50, 25, 23, 82505.35, 90871.12, 5667.77, 103061.40
jp50, 26, 23, 84849.02, 92842.92, 5586.84, 109826.87
jp50, 27, 23, 87542.59, 94746.57, 5205.95, 109826.87
jp50, 28, 23, 89631.69, 96892.95, 4747.95, 109826.87
jp50, 29, 23, 92284.38, 98969.46, 4997.70, 115624.28
jp50, 30, 23, 93486.39, 100686.98, 4679.02, 115624.28
jp50, 31, 23, 96107.64, 102346.30, 4456.74, 115918.50
jp50, 32, 23, 98562.03, 104260.79, 4767.80, 116048.67
jp50, 33, 23, 99965.58, 105799.38, 4730.90, 116307.20
jp50, 34, 23, 101793.51, 107414.55, 4478.88, 116307.20
jp50, 35, 23, 102932.79, 109174.36, 4379.44, 119582.83
jp50, 36, 23, 104044.90, 111419.28, 3497.25, 119582.83
jp50, 37, 23, 108333.82, 112932.10, 2574.67, 119582.83
jp50, 38, 23, 110076.68, 114063.67, 1946.57, 119582.83
jp50, 39, 23, 112114.70, 114864.59, 1734.63, 119582.83
jp50, 40, 23, 112750.28, 115579.42, 1782.74, 121579.92
jp50, 41, 23, 113890.27, 116156.77, 1718.38, 121579.92
jp50, 42, 23, 114917.28, 116647.77, 1700.19, 121579.92
jp50, 43, 23, 115241.81, 117095.35, 1851.22, 121579.92
jp50, 44, 23, 115918.50, 117744.39, 1978.03, 121579.92
jp50, 45, 23, 116048.67, 118197.78, 2008.10, 121579.92
jp50, 46, 23, 116307.20, 118863.14, 1983.92, 121579.92
jp50, 47, 23, 116327.75, 119662.23, 1691.53, 121579.92
jp50, 48, 23, 118148.67, 120425.41, 1286.78, 121579.92
jp50, 49, 23, 118696.82, 120775.20, 1060.41, 121579.92
jp50, 50, 23, 119225.08, 121029.09, 871.28, 121579.92
jp50, 0, 24, -612143.82, -449162.59, 95581.66, 0.00
jp50, 1, 24, -583335.50, -435710.90, 92529.45, 0.00
jp50, 2, 24, -563053.81, -427490.20, 89944.63, 0.00
jp50, 3, 24, -537355.59, -409636.02, 83645.80, 0.00
jp50, 4, 24, -522003.89, -393827.15, 89718.77, 0.00
jp50, 5, 24, -498821.62, -374288.65, 93682.75, 0.00
jp50, 6, 24, -476941.03, -347849.78, 100830.02, 0.00
jp50, 7, 24, -445213.23, -322431.91, 110233.52, 0.00
jp50, 8, 24, -442576.20, -313129.63, 112042.62, 0.00
jp50, 9, 24, -422521.83, -288338.52, 122236.34, 0.00
jp50, 10, 24, -399053.14, -258746.75, 134781.36, 14448.11
jp50, 11, 24, -374765.24, -210375.18, 147413.10, 41859.09
jp50, 12, 24, -326816.22, -141615.18, 143823.31, 41859.09
jp50, 13, 24, -293583.44, -75059.24, 121195.70, 59412.11
jp50, 14, 24, -218542.90, -12660.68, 57381.52, 59412.11
jp50, 15, 24, -32061.30, 9615.17, 17220.45, 68223.93
jp50, 16, 24, -640.13, 17540.07, 18333.76, 68223.93
jp50, 17, 24, 0.00, 27699.65, 19824.76, 69057.21
jp50, 18, 24, 6771.24, 34951.46, 17943.41, 70548.39
jp50, 19, 24, 18834.02, 42583.45, 16211.11, 77186.28
jp50, 20, 24, 27377.82, 51120.20, 13462.20, 78576.30
jp50, 21, 24, 39138.85, 57943.04, 10164.88, 80296.03
jp50, 22, 24, 47744.04, 63482.03, 8596.73, 91557.11
jp50, 23, 24, 55846.07, 67186.68, 8303.53, 91557.11
jp50, 24, 24, 60987.85, 70986.87, 8466.59, 93190.37
jp50, 25, 24, 63206.75, 74752.22, 8038.22, 93722.70
jp50, 26, 24, 67023.28, 78457.24, 7096.36, 93722.70
jp50, 27, 24, 72671.60, 81649.20, 6198.20, 94537.18
jp50, 28, 24, 76747.02, 84603.12, 5212.67, 95002.41
jp50, 29, 24, 79541.55, 86631.80, 4491.97, 95002.41
jp50, 30, 24, 81499.97, 88150.34, 4118.67, 96165.19
jp50, 31, 24, 83333.65, 90185.93, 3716.90, 102156.24
jp50, 32, 24, 86419.07, 91846.20, 3127.59, 102156.24
jp50, 33, 24, 89202.48, 93092.61, 2861.88, 102538.44
jp50, 34, 24, 90327.21, 94069.67, 2899.69, 103012.84
jp50, 35, 24, 91477.28, 95156.77, 3008.74, 104070.93
jp50, 36, 24, 92451.23, 96645.67, 3461.36, 110349.22
jp50, 37, 24, 93190.37, 97526.30, 3423.74, 110349.22
jp50, 38, 24, 94476.71, 98880.15, 3996.41, 121610.74
jp50, 39, 24, 95282.97, 100053.74, 4214.94, 121610.74
jp50, 40, 24, 96165.19, 101011.28, 4274.54, 121610.74
jp50, 41, 24, 97567.84, 102580.94, 4983.58, 121610.74
jp50, 42, 24, 98816.34, 104014.31, 5341.37, 121610.74
jp50, 43, 24, 100126.80, 106438.98, 5730.51, 121610.74
jp50, 44, 24, 101580.62, 108353.46, 5821.11, 121610.74
jp50, 45, 24, 102300.62, 111065.96, 5518.99, 121610.74
jp50, 46, 24, 104612.91, 113404.31, 4117.66, 121610.74
jp50, 47, 24, 108772.90, 115429.48, 2983.57, 124101.35
jp50, 48, 24, 112335.83, 116382.81, 2465.80, 124101.35
jp50, 49, 24, 114245.73, 117561.40, 2249.77, 124101.35
jp50, 50, 24, 115558.70, 118338.29, 2240.10, 124101.35
jp50, 51, 24, 115939.79, 119245.90, 2164.26, 124101.35
jp50, 52, 24, 116939.30, 120233.50, 2010.97, 124101.35
jp50, 53, 24, 118050.72, 121299.98, 1720.53, 125599.47
jp50, 54, 24, 119135.73, 121958.79, 1463.82, 125599.47
jp50, 55, 24, 120785.68, 122601.24, 1019.50, 125599.47
jp50, 56, 24, 121610.74, 122929.99, 1059.72, 125599.47
jp50, 57, 24, 121610.74, 123233.11, 1002.12, 125599.47
jp50, 58, 24, 122385.22, 123541.59, 934.66, 125599.47
jp50, 0, 25, -695397.12, -452977.08, 97057.14, 0.00
jp50, 1, 25, -594484.32, -435973.90, 83101.70, 0.00
jp50, 2, 25, -532391.95, -419157.25, 78266.65, 0.00
jp50, 3, 25, -508772.98, -395308.64, 84904.52, 6574.43
jp50, 4, 25, -485136.56, -368967.36, 104314.60, 6574.43
jp50, 5, 25, -470768.03, -347934.52, 104819.07, 6574.43
jp50, 6, 25, -454366.47, -330129.38, 111441.13, 6574.43
jp50, 7, 25, -428637.03, -306460.58, 118847.08, 6574.43
jp50, 8, 25, -412287.60, -274395.78, 133725.67, 6574.43
jp50, 9, 25, -389108.34, -219374.16, 151136.44, 39975.38
jp50, 10, 25, -346993.17, -158706.20, 154237.22, 44255.07
jp50, 11, 25, -316207.18, -89486.72, 136554.63, 64924.21
jp50, 12, 25, -273142.80, -23256.87, 89605.20, 65672.87
jp50, 13, 25, -18251.80, 18880.99, 22555.66, 75212.79
jp50, 14, 25, 0.00, 30404.73, 21275.04, 77404.16
jp50, 15, 25, 11042.29, 42176.26, 18153.12, 88384.98
jp50, 16, 25, 23540.26, 50619.60, 15470.45, 88384.98
jp50, 17, 25, 38227.36, 58183.81, 12682.01, 88384.98
jp50, 18, 25, 44255.07, 63724.66, 10977.32, 92077.40
jp50, 19, 25, 53455.52, 68602.52, 9451.32, 92077.40
jp50, 20, 25, 60808.49, 73435.63, 8028.01, 92077.40
jp50, 21, 25, 64682.13, 75687.71, 7259.52, 92077.40
jp50, 22, 25, 66803.17, 78231.77, 6381.99, 92077.40
jp50, 23, 25, 72922.19, 81267.12, 5383.59, 92077.40
jp50, 24, 25, 75547.28, 82982.65, 4745.39, 92077.40
jp50, 25, 25, 77870.88, 85098.65, 4398.39, 97569.47
jp50, 26, 25, 79714.90, 86849.17, 4053.45, 98185.48
jp50, 27, 25, 81835.23, 88389.34, 3256.39, 98185.48
jp50, 28, 25, 84912.32, 89494.93, 2985.20, 98294.03
jp50, 29, 25, 86914.25, 90794.18, 2933.97, 101105.19
jp50, 30, 25, 88237.28, 91648.99, 2823.09, 101105.19
jp50, 31, 25, 89394.96, 92903.65, 2689.38, 101721.15
jp50, 32, 25, 90305.18, 93832.40, 2743.60, 103356.07
jp50, 33, 25, 91338.78, 95066.55, 2887.20, 105836.98
jp50, 34, 25, 92006.84, 95982.30, 3123.11, 106541.04
jp50, 35, 25, 92840.20, 96968.05, 3155.32, 106541.04
jp50, 36, 25, 94129.88, 97937.23, 3154.96, 106541.04
jp50, 37, 25, 95381.32, 99414.93, 3241.09, 106541.04
jp50, 38, 25, 96397.43, 100844.08, 3369.90, 109907.26
jp50, 39, 25, 97100.28, 101734.17, 3336.77, 110003.09
jp50, 40, 25, 98294.03, 102845.48, 3170.94, 110003.09
jp50, 41, 25, 99648.50, 104432.18, 2599.85, 110003.09
jp50, 42, 25, 101943.80, 105703.92, 2157.93, 111617.10
jp50, 43, 25, 104000.60, 106668.23, 2145.92, 114199.94
jp50, 44, 25, 104600.65, 107348.31, 2349.10, 115535.02
jp50, 45, 25, 105247.07, 108327.91, 2455.31, 115535.02
jp50, 46, 25, 106083.83, 109117.66, 2368.47, 115535.02
jp50, 47, 25, 106541.04, 109931.05, 2487.81, 118060.12
jp50, 48, 25, 107510.20, 110960.34, 2562.63, 119181.96
jp50, 49, 25, 108600.67, 112124.62, 2573.14, 119181.96
jp50, 50, 25, 109907.26, 113380.14, 2577.29, 119446.70
jp50, 51, 25, 111209.22, 114561.50, 2780.06, 123300.20
jp50, 52, 25, 112440.25, 115781.74, 2819.79, 123300.20
jp50, 53, 25, 112599.48, 116559.94, 2679.82, 123300.20
jp50, 54, 25, 113932.04, 117629.98, 2237.26, 123300.20
jp50, 55, 25, 114722.13, 118487.44, 2014.28, 124974.42
jp50, 56, 25, 116529.65, 119453.57, 1886.90, 126722.88
jp50, 57, 25, 117760.57, 120063.92, 1879.21, 126722.88
jp50, 58, 25, 118144.05, 120463.58, 1863.55, 126722.88
jp50, 59, 25, 118756.49, 121050.52, 2050.32, 126722.88
jp50, 60, 25, 119235.64, 121514.88, 2028.07, 126722.88
jp50, 61, 25, 119495.46, 121953.62, 2104.23, 126887.44
jp50, 62, 25, 119810.63, 122571.55, 2016.31, 127506.57
jp50, 63, 25, 120648.38, 123342.95, 1895.64, 127506.57
jp50, 64, 25, 121077.28, 124137.94, 1701.74, 127506.57
jp50, 65, 25, 122267.34, 124723.95, 1345.22, 127506.57
jp50, 66, 25, 123300.20, 125352.32, 1479.25, 134197.27
jp50, 67, 25, 123795.43, 125685.93, 1411.68, 134197.27
jp50, 68, 25, 124693.94, 126201.92, 1540.09, 134197.27
jp50, 69, 25, 124974.42, 126722.14, 1841.74, 134197.27
jp50, 70, 25, 125315.90, 127476.94, 2156.26, 134197.27
jp50, 71, 25, 125696.64, 128227.91, 2356.65, 134399.93
jp50, 72, 25, 126247.36, 129298.71, 2574.70, 135253.65
jp50, 73, 25, 126887.44, 130214.37, 2621.23, 135253.65
jp50, 74, 25, 127506.57, 131224.64, 2500.24, 137349.06
jp50, 75, 25, 128396.59, 132089.92, 2256.17, 137349.06
jp50, 76, 25, 129669.11, 133185.27, 1821.45, 137349.06
jp50, 77, 25, 131916.29, 134245.46, 1502.35, 140534.10
jp50, 78, 25, 133121.99, 134999.76, 1615.17, 140759.38
jp50, 79, 25, 133493.11, 135455.88, 1754.49, 141172.71
jp50, 80, 25, 134197.27, 135952.36, 1886.48, 141172.71
jp50, 81, 25, 134197.27, 136693.64, 2016.24, 141515.00
jp50, 82, 25, 134718.60, 137490.57, 1970.88, 141515.00
jp50, 83, 25, 135189.44, 138302.20, 1896.79, 143846.43
jp50, 84, 25, 136272.18, 138997.62, 1775.48, 145638.05
jp50, 85, 25, 137036.66, 139497.24, 1629.65, 145638.05
jp50, 86, 25, 137349.06, 139969.40, 1395.63, 145638.05
jp50, 87, 25, 138749.99, 140517.06, 1158.45, 145638.05
jp50, 88, 25, 139160.70, 140755.63, 1154.30, 145638.05
jp50, 89, 25, 139792.72, 141253.53, 1319.51, 145638.05
jp50, 90, 25, 139814.23, 141550.40, 1375.48, 145638.05
jp50, 91, 25, 140534.10, 142092.68, 1523.11, 147135.87
jp50, 92, 25, 140909.18, 142767.42, 1651.18, 147135.87
jp50, 93, 25, 141201.04, 143309.10, 1723.38, 147946.22
jp50, 94, 25, 141515.00, 143852.96, 1641.70, 147946.22
jp50, 95, 25, 142079.97, 144395.10, 1514.70, 147946.22
jp50, 96, 25, 142524.67, 144676.66, 1402.51, 147946.22
jp50, 97, 25, 143108.34, 145274.06, 1277.71, 148620.64
jp50, 98, 25, 143900.54, 145843.69, 1091.36, 148620.64
jp50, 99, 25, 144728.05, 146296.83, 1001.08, 148620.64
jp50, 100, 25, 145388.73, 146658.29, 995.12, 148620.64
jp50, 0, 2, -877535.49, -547840.67, 130973.32, -0.00
jp50, 1, 2, -719793.46, -515781.96, 119077.92, -0.00
jp50, 2, 2, -653866.67, -490878.02, 113540.92, -0.00
jp50, 3, 2, -635338.46, -473176.53, 111151.10, -0.00
jp50, 4, 2, -604493.82, -446562.47, 107781.96, -0.00
jp50, 5, 2, -571092.09, -408466.72, 101459.13, -0.00
jp50, 6, 2, -549838.91, -387370.23, 96195.79, -0.00
jp50, 7, 2, -495269.70, -353549.34, 86277.20, -0.00
jp50, 8, 2, -457443.15, -334887.14, 80237.14, -0.00
jp50, 9, 2, -417851.42, -302054.24, 73134.12, -0.00
jp50, 10, 2, -361514.36, -267346.97, 68375.48, -0.00
jp50, 11, 2, -333731.38, -238755.21, 67208.62, 1599.57
jp50, 12, 2, -310177.55, -213780.77, 56267.96, 1599.57
jp50, 13, 2, -273483.76, -195736.02, 51177.56, 1599.57
jp50, 14, 2, -222348.01, -189064.65, 50108.27, 1599.57
jp50, 15, 2, -219383.36, -183347.39, 51833.60, 1599.57
jp50, 16, 2, -218857.15, -173540.44, 57984.41, 13518.43
jp50, 17, 2, -211838.74, -155673.57, 69228.57, 35971.73
jp50, 18, 2, -209018.91, -136731.43, 78609.65, 56229.28
jp50, 19, 2, -199720.79, -107781.03, 83865.51, 56229.28
jp50, 20, 2, -185318.36, -66603.02, 77233.83, 56229.28
jp50, 21, 2, -161016.42, -23283.53, 51332.73, 56229.28
jp50, 22, 2, -67813.17, 2117.85, 31500.87, 56229.28
jp50, 23, 2, -22081.97, 18041.90, 19804.81, 56229.28
jp50, 24, 2, 1571.21, 26834.23, 16330.19, 56969.17
jp50, 25, 2, 11607.86, 32825.05, 14291.81, 59493.73
jp50, 26, 2, 17951.30, 39010.87, 13252.48, 76049.29
jp50, 27, 2, 24140.43, 43710.25, 11501.46, 76049.29
jp50, 28, 2, 33648.49, 49412.05, 8531.48, 76049.29
jp50, 29, 2, 39927.48, 53859.23, 7230.24, 83757.03
jp50, 30, 2, 46323.06, 56383.53, 6898.69, 83757.03
jp50, 31, 2, 51081.86, 59139.18, 7217.30, 83757.03
jp50, 32, 2, 54016.37, 62053.97, 8290.55, 88888.68
jp50, 33, 2, 56189.44, 65495.68, 9416.49, 91588.66
jp50, 34, 2, 58717.10, 70652.73, 10453.90, 97133.93
jp50, 35, 2, 61038.98, 75336.00, 9847.88, 103796.88
jp50, 36, 2, 64425.99, 79971.84, 8255.12, 103796.88
jp50, 37, 2, 72162.73, 83627.41, 7395.07, 110906.45
jp50, 38, 2, 76884.84, 86987.35, 7119.40, 110906.45
jp50, 39, 2, 80787.15, 90111.59, 7142.87, 110906.45
jp50, 40, 2, 83949.35, 93127.47, 7324.31, 124293.76
jp50, 41, 2, 86505.82, 95727.70, 6672.80, 124293.76
jp50, 42, 2, 89403.26, 98964.39, 7203.33, 124293.76
jp50, 43, 2, 91489.72, 101150.15, 7064.80, 124293.76
jp50, 44, 2, 94949.08, 104131.72, 6411.59, 124293.76
jp50, 45, 2, 99479.61, 106780.02, 6373.91, 124293.76
jp50, 46, 2, 101915.24, 108935.47, 6689.85, 124293.76
jp50, 47, 2, 103824.03, 111463.91, 6761.24, 124293.76
jp50, 48, 2, 105551.23, 114084.83, 6690.62, 124649.10
jp50, 49, 2, 107981.25, 117195.98, 5833.36, 125808.56
jp50, 50, 2, 109565.31, 118981.97, 4882.93, 125808.56
jp50, 51, 2, 113174.82, 121179.57, 3153.20, 125808.56
jp50, 52, 2, 116439.52, 122312.25, 2229.96, 126271.64
jp50, 53, 2, 120772.10, 123202.80, 1483.00, 126271.64
jp50, 54, 2, 121666.25, 123677.88, 1646.66, 132433.82
jp50, 55, 2, 121733.57, 123981.58, 1560.92, 132433.82
jp50, 56, 2, 121993.57, 124616.03, 1463.43, 132433.82
jp50, 57, 2, 123601.13, 125022.75, 1369.28, 132433.82
jp50, 58, 2, 123879.52, 125402.20, 1642.05, 132433.82
jp50, 59, 2, 124293.76, 125823.34, 1802.72, 132433.82
jp50, 60, 2, 124293.76, 126439.73, 2162.09, 132433.82
jp50, 61, 2, 124649.10, 127090.22, 2380.44, 132433.82
jp50, 62, 2, 125403.01, 127997.53, 2499.37, 132433.82
jp50, 63, 2, 125520.38, 128584.01, 2549.13, 132433.82
jp50, 64, 2, 125808.56, 129306.29, 2340.56, 132433.82
jp50, 65, 2, 126271.64, 130022.10, 2010.69, 132433.82
jp50, 66, 2, 127363.80, 130614.13, 1663.61, 132433.82
jp50, 67, 2, 128680.63, 131315.35, 1177.66, 132433.82
jp50, 68, 2, 130011.80, 131906.36, 987.58, 139494.36
